"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"Rabgef1" -0.902598474049005 8.55343412569847 -9.43402251226428 1.94187673403505e-17 1.05168786554566e-14 29.0282640061759
"Pkig" 0.927924267832561 8.53464446015222 9.43087069845345 1.98140899935336e-17 1.05168786554566e-14 29.0086772480658
"Lrrc2" 0.617749277418504 7.40674490135449 9.34600981378519 3.40623218319289e-17 1.74338262204776e-14 28.4821251925404
"Tnfaip3" -0.753885653427408 8.02229880511922 -9.23846699524771 6.75241095703851e-17 3.33685522156272e-14 27.8171345836304
"Ipo5" 0.784348977262066 7.93364869511901 9.07885668227141 1.85509644746617e-16 8.86179572954587e-14 26.8351276523421
"Klhl29" 0.598021276680714 7.36860417061337 9.06365234363936 2.04191414676934e-16 9.43957149591982e-14 26.7419008983735
"Mest" 0.792941347352823 7.92841909201688 8.89973077353085 5.72412752272369e-16 2.56351473525479e-13 25.7404563311668
"Lamtor5" 0.840578292922656 8.51952070401816 8.84329165913727 8.14991927966773e-16 3.53928767263389e-13 25.397242753409
"Stat1" 0.837723116835232 7.63029452676925 8.80385414090739 1.60685142909158e-15 6.77287877362099e-13 24.7499424957168
"Pcare" 0.884567222650667 8.88379043105793 8.71973905545633 1.76108242085298e-15 7.21087776378402e-13 24.6488542042744
"Myo10" 0.760864626455411 7.68307809180894 8.67403845490417 2.33936116534603e-15 9.31260690571498e-13 24.3730859492962
"Nudt6" 0.429597936910594 7.17682182842781 8.66257319923601 2.51186032254225e-15 9.72904602225754e-13 24.3039927016792
"Cnnm4" 0.688683608591805 7.78458982793405 8.64669557535096 2.77177822894483e-15 1.0453250999739e-12 24.208369753946
"A930001M01Rik" 0.636790038562493 7.66263971904271 8.62198701256461 3.23031341258566e-15 1.18701593630167e-12 24.0597032987436
"Junb" 0.567220300010707 7.32346181169957 8.53850283011697 5.41163287917654e-15 1.93130253606828e-12 23.5586804174056
"Antxr2" 0.439260628747964 7.16060947203985 8.53513207530583 5.52532300459142e-15 1.93130253606828e-12 23.538493255302
"Mt1" 1.01763304418622 9.64304123145759 8.55969231007893 6.66841923866566e-15 2.2753599073647e-12 23.3662220261919
"Nadk2" 0.653344072804328 8.0777783696694 8.44750592201285 9.47499234690587e-15 3.15781663543042e-12 23.0148756469172
"Atf3" 0.42525071115104 7.18150996235379 8.40288157426191 1.24588714502426e-14 4.05791106257787e-12 22.7490954207812
"Ahr" 0.573410759301211 7.4574621056313 8.38948243752006 1.35247582805779e-14 4.30718468708804e-12 22.669408037242
"Naa35" 0.655533359828879 7.59660030965553 8.3386926980628 1.84522791462133e-14 5.74868722705179e-12 22.3678477967628
"Dpysl3" 0.645829084566744 8.17398449975139 8.25619989580738 3.05108196927282e-14 9.30320334077634e-12 21.8797524647287
"Lsm14a" 0.701907185475597 8.65274607504953 8.25215371783414 3.12710630454502e-14 9.33636676050721e-12 21.8558668012922
"Map1b" 0.796199801625634 9.35974650582082 8.22510699223413 3.6858219196647e-14 1.07799008021867e-11 21.6963360098755
"Slc25a37" 0.635015088233332 7.4744635882251 8.09794320917563 7.95849691077835e-14 2.28106438456729e-11 20.9494350554946
"Neurod1" 0.741875869885102 9.6298409127537 8.06384433695586 9.77426637831772e-14 2.74656885230728e-11 20.7500547159258
"Tubb5" 0.654638046179075 9.49164242082249 8.02910785462445 1.20457637316948e-13 3.31976615459459e-11 20.5473451183195
"Tax1bp1" 0.66491813265657 8.95802594955141 8.02243282586307 1.25387158379445e-13 3.39042144667136e-11 20.5084385009478
"Mindy2" 0.607969110183818 7.6791367735032 8.01168307577057 1.33749228664794e-13 3.54955591850955e-11 20.4458132571743
"Bcl3" 0.478269304945172 7.12898257428487 8.02802456664249 1.61319267040074e-13 4.1758698231894e-11 20.2743929083948
"Dnttip2" 0.657259370773018 7.75304494060835 7.97852945391149 1.63176826528928e-13 4.1758698231894e-11 20.2529158189869
"Oxct1" 0.648289966739075 7.82530931675487 7.80484352376184 4.59668990747283e-13 1.15570461515777e-10 19.2485789843681
"Mt2" 0.817223070788412 7.85797102155365 7.84805292628094 5.03723386533652e-13 1.24463100903686e-10 19.1732942117108
"Dusp8" 0.628570151077795 8.06527676749577 7.74192713949212 6.67177930471575e-13 1.61437096534609e-10 18.8874066819402
"Samd7" 0.650491846126573 7.9838662647431 7.73973102441264 6.75893223925515e-13 1.61437096534609e-10 18.8748257735519
"Cryge" 0.548441053408365 7.37559912234069 7.67509326830297 9.89540291760187e-13 2.3247708067566e-10 18.5053268515828
"Lad1" 0.282780171813681 7.0460111460908 7.61721890530572 1.39027841201374e-12 3.21356127783368e-10 18.1758050213894
"Map3k1" 0.591763396048971 7.56399554559872 7.6133098857883 1.42251333302741e-12 3.23587913898663e-10 18.1535933352887
"Hist1h1c" -0.570745586063888 7.95779040648316 -7.59128565801586 1.61843843601619e-12 3.62403769164814e-10 18.0285559322594
"Gadd45b" 0.47708421019446 7.21579926375586 7.52578948270642 2.37290851214463e-12 5.23171567500687e-10 17.6578077245082
"Zfyve28" 0.633401536408971 7.89641031344876 7.49465538821855 2.84465911692598e-12 6.17678936434337e-10 17.4821482937791
"Tnpo1" 0.716895922049289 9.02230892869724 7.4604027578858 3.4712090607035e-12 7.4247607535734e-10 17.289329502182
"2900057B20Rik" 0.276511674403772 7.04176034464517 7.45387258581337 3.60528843872436e-12 7.59814538461158e-10 17.2526212206923
"Irf9" 0.524058337058472 7.3078321871224 7.40966574768926 4.65772364774293e-12 9.67388950663825e-10 17.0045617839202
"Ttyh2" 0.52450595287856 7.47383804422504 7.36913539094045 5.8866016071698e-12 1.20515553760501e-09 16.7778143330086
"R3hcc1l" 0.505769227429131 7.41276325883289 7.33220915875471 7.28227787027398e-12 1.46989188956192e-09 16.5718039878595
"Cryzl2" 0.31743891290957 7.09242804742185 7.30641591029909 8.44638961762847e-12 1.6811834668088e-09 16.4282315728412
"Atg16l1" 0.523509409329864 7.53461783728215 7.29746363111201 8.89195425034428e-12 1.7456246076943e-09 16.3784640056376
"Nap1l1" 0.609341934405909 8.88559516411285 7.2516542257838 1.15616971377461e-11 2.21200032648746e-09 16.1243141098478
"Il6st" 0.494710864559157 7.50911730503488 7.25143356031079 1.15763048277552e-11 2.21200032648746e-09 16.1230919518669
"Adcy1" 0.670459583119469 8.54254904251647 7.21475307620223 1.42758839075325e-11 2.69194331945854e-09 15.9202172232757
"Wdr66" 0.437169381613949 7.2997696531273 7.20364760982004 1.520957909292e-11 2.83075945429398e-09 15.8589048213958
"Phlpp2" 0.645659335594239 7.9064961516797 7.18968343311165 1.6469585256574e-11 3.02596956810208e-09 15.7818829067093
"Socs3" 0.325470042074097 7.07200892247986 7.18525109959109 1.6890663002815e-11 3.06405179105497e-09 15.7574526689939
"Sgk1" -0.590399006605028 9.15921104594612 -7.13006981311242 2.31126381088824e-11 4.14034020922992e-09 15.4539967970709
"Nt5e" -0.579769284465232 7.83251348296448 -7.10813601877271 2.61718813833343e-11 4.63048434696992e-09 15.3337362979747
"6430562O15Rik" 0.492253046161419 7.41241287589957 7.06639001578464 3.31391062837226e-11 5.79166502624425e-09 15.1054173296606
"A2m" 0.522114856895929 7.30851822967949 7.0719602914224 3.46741525241762e-11 5.9864237412533e-09 15.0654434065138
"5430419D17Rik" 0.651022973371121 7.80873872141747 7.05625841031757 3.50889396598477e-11 5.9864237412533e-09 15.0501184200385
"Tnnt2" 0.27308661430543 7.03558907371782 7.04986026962817 3.63781282682374e-11 6.13335242602483e-09 15.0152198855484
"Plekhb1" 0.665940902179146 9.93099319695573 7.04097380370658 3.82465442666933e-11 6.37338634751141e-09 14.9667782996911
"Pitpnm3" -0.662053894445036 8.26832375147985 -6.94346556701703 6.61148985688378e-11 1.08907196711496e-08 14.43751595252
"Ndufaf5" 0.607405081581543 7.99689617789348 6.90953678015597 7.99080712823421e-11 1.30132110175823e-08 14.2543418288445
"Nme2" 0.636704376291475 7.74863290715667 6.90856904018265 8.26068166920666e-11 1.33015538203821e-08 14.2236983468003
"Reep6" -0.828899105667219 10.5338174671359 -6.89128456893771 9.24806698866574e-11 1.47260053349521e-08 14.1154519331935
"Eif1" 0.713549327104396 10.5256084467583 6.86104641208101 1.04668878754314e-10 1.64836230926161e-08 13.9934499044106
"Mab21l1" 0.56222754564192 8.63170477156892 6.85503702196382 1.08221593422819e-10 1.68578658189393e-08 13.9611916928206
"Dnajb1" 0.503803221470204 7.53800525106567 6.85184150181517 1.1015889745948e-10 1.69751307472237e-08 13.9440449206744
"H3f3a" 0.699814879440518 10.6579929637884 6.7974731673031 1.4887406217203e-10 2.26969594147592e-08 13.6530248932888
"Pkd1" 0.586093438751087 7.99741358106547 6.79433478329399 1.51478767018197e-10 2.28509706330292e-08 13.6362672685408
"Gm16174" 0.273206315168149 7.03564355824844 6.7711297519317 1.72182214242007e-10 2.57035761698146e-08 13.5125032902704
"Hspa8" 0.668581422181268 10.0173686795128 6.76205580863607 1.81015269829392e-10 2.67436065146909e-08 13.4641751459283
"Gm15983" 0.283263098924449 7.08102860371527 6.6896611907045 2.69447615158946e-10 3.89437441952139e-08 13.0799730761113
"Lamp2" 0.520660543971552 7.55132149503805 6.68889201401522 2.7058533729492e-10 3.89437441952139e-08 13.0759042083744
"Slc1a4" 0.263147003975172 7.07264156789967 6.68811142303275 2.71744778418909e-10 3.89437441952139e-08 13.0717752453557
"Tapbp" 0.597069343682242 7.86542600259881 6.61441510872258 4.06372407288824e-10 5.76606234540212e-08 12.6832572213724
"Gm47543" 0.6522858876181 8.14526569939974 6.61123974956509 4.13456190749697e-10 5.80905948003325e-08 12.6665753137274
"Rock2" 0.501144120043735 7.54226374171306 6.59378942991994 4.54609385015941e-10 6.32524960841112e-08 12.5749856057471
"Myo5b" 0.300339780396051 7.10399752508347 6.57563422667645 5.01701892630701e-10 6.91335559931786e-08 12.4798518935557
"Trf" 1.1070866154103 9.13620454191723 6.64594266268663 5.56086530953832e-10 7.58978673818987e-08 12.4086652837803
"Aars" 0.553147240054245 8.14264051479318 6.5524064750021 5.69003141878731e-10 7.69281511911707e-08 12.3583703470018
"Mef2d" 0.594973506550893 8.88098636570913 6.54852482722695 5.8108502099141e-10 7.78273779049336e-08 12.3380947920006
"Tars" 0.481197043144761 7.5000142888688 6.54211123638424 6.01602998764629e-10 7.98293756971843e-08 12.3046098429673
"Zfp516" 0.559086939645181 7.99352779413041 6.53518812387493 6.24551134348839e-10 8.21141495995708e-08 12.2684871980435
"Wwtr1" 0.328936462935872 7.15358267892588 6.49587923954422 7.72131091991846e-10 1.0059464253941e-07 12.0638299259362
"Lin7b" 0.401183823742416 7.19846465318442 6.49256813600661 7.86024598707296e-10 1.01482148865534e-07 12.0466256591887
"Mmd" 0.54682970409814 8.21112980591144 6.48322295873556 8.26577052017081e-10 1.05764961896936e-07 11.998097884485
"Sptan1" 0.554174753279281 8.59598763310221 6.46955013702869 8.89640983240592e-10 1.12826946290451e-07 11.9271751003079
"Vps37a" 0.522359077302141 7.9470317255175 6.42797034845418 1.11193227607634e-09 1.39781591653071e-07 11.7120645244581
"Pink1" 0.547922235551079 8.75304943567073 6.39947366336485 1.29494835694451e-09 1.61373086116276e-07 11.5651365522627
"Josd1" 0.415809595950586 7.38163254056813 6.38271390392502 1.4160895477823e-09 1.74948097493691e-07 11.4789140853224
"Psd" 0.552070584409355 8.50059195089377 6.31237124625786 2.05798524500767e-09 2.50471492894844e-07 11.1185782498968
"Aqp1" -0.538277182486664 7.87820591216361 -6.3119706341377 2.062356860065e-09 2.50471492894844e-07 11.1165332958206
"Usp2" 0.532872474467693 7.99645154280316 6.2752691713929 2.50405025404838e-09 3.01559194880398e-07 10.9295371696986
"Syngr3" 0.354330257318674 7.27185126279262 6.26528735016874 2.63945309877483e-09 3.15216686321184e-07 10.8787990887379
"Ppp2r2b" 0.599725898488045 8.36295871162581 6.24131507450918 2.99468691421951e-09 3.52427110824582e-07 10.7571572958656
"Tmsb4x" 0.580908750920306 9.65271403117988 6.24096441110073 3.0002168390621e-09 3.52427110824582e-07 10.7553801455734
"D1Ertd622e" -0.529371740916156 7.99648471888046 -6.22691345829357 3.23024109900916e-09 3.76362481218702e-07 10.684222974139
"Syt1" 0.582545584374063 9.30747180842302 6.19667655952353 3.78552845862736e-09 4.37503293069263e-07 10.5314455904347
"Enox1" -0.401871750461264 7.30269214217135 -6.19205692565738 3.87823420971886e-09 4.44631795675848e-07 10.508146169433
"Gm20742" 0.189334962116538 6.99746763203184 6.17846083997988 4.16419723440987e-09 4.70101037694659e-07 10.4396384211608
"Ap1b1" 0.524280722166077 8.62644450958662 6.17837843389405 4.16599203036925e-09 4.70101037694659e-07 10.4392234907786
"Stat2" 0.479045157922324 7.37724767303784 6.15441907832082 4.9053271861071e-09 5.45401316559138e-07 10.2845383151052
"Pgk1" -0.49354334851864 9.69250799280173 -6.14692890434304 4.90941105548314e-09 5.45401316559138e-07 10.2811304411473
"Sgcb" 0.447606289331583 7.45043492954056 6.07755804703805 7.03948243696979e-09 7.7602171387857e-07 9.93426723354985
"2810032G03Rik" 0.160235502807419 6.99179382546035 6.06609687270101 7.46954483917308e-09 8.12382401926152e-07 9.87720758716456
"Ctsd" 0.642633247420556 8.97709079835794 6.06575675014444 7.48269325617557e-09 8.12382401926152e-07 9.87551536043801
"Aipl1" 0.622700874367625 10.5364000579122 6.04705478989522 8.24168179915923e-09 8.88056705742488e-07 9.78256260748886
"Fam78b" 0.408120862403562 7.43604078405323 6.03058216153419 8.97234758616662e-09 9.57673424709341e-07 9.700846567093
"Eif1a" 0.518327667386097 7.81528999897014 6.02952355232481 9.02141597486296e-09 9.57673424709341e-07 9.69560013022079
"E2f6" 0.362830302283286 7.21189254373225 6.01818260031639 9.56387217483737e-09 1.00779303042349e-06 9.63943283361135
"Cetn4" 0.346116832256395 7.21010910203535 6.01557248969525 9.69317269539084e-09 1.01396246640618e-06 9.626515862365
"Cfap410" 0.407352490527453 7.46271386775209 6.01212330378356 9.86667031939294e-09 1.02463226338565e-06 9.60945213747545
"Rho" -0.846126136045176 14.9325607626958 -5.9385794834334 1.43812456366304e-08 1.48271677135648e-06 9.2471650671027
"Pdk3" 0.304750120357245 7.20359144142974 5.89953074522136 1.75454246267956e-08 1.79602485947577e-06 9.05601599688907
"Slc1a1" 0.380563237173305 7.36296411817347 5.89316069884464 1.81225438771057e-08 1.84194451278583e-06 9.02491399839579
"Prom1" 0.608777512261963 10.1811794804805 5.85503260728884 2.19860718928916e-08 2.21889011476781e-06 8.839225425929
"Anp32e" 0.557608210623254 9.66969346673917 5.85153301636757 2.2378646950519e-08 2.24271601012509e-06 8.82222274785816
"Brd2" 0.466025554474548 8.03032274992679 5.8409733901164 2.36052406869723e-08 2.33663905921546e-06 8.77096074388476
"Bag6" 0.509809683932663 8.20792573219971 5.84066577665122 2.3641941496493e-08 2.33663905921546e-06 8.76946836513687
"Camk1d" 0.483678231039677 7.93181458111473 5.8342003849787 2.44263645735693e-08 2.39763171714946e-06 8.73811400588846
"Rd3" 0.550048680127244 9.06197526629045 5.83198273285872 2.47012460516126e-08 2.40811943650109e-06 8.72736477119101
"Fgf2os" 0.223636830568465 7.02479017716626 5.8293848335311 2.50271110613356e-08 2.41803198583301e-06 8.71477595563246
"C2cd2l" 0.507473640222014 9.1352878841308 5.82848957454558 2.51403786120381e-08 2.41803198583301e-06 8.7104386202939
"Kremen1" 0.383834995285352 7.31833202875824 5.81923971684602 2.63404234835074e-08 2.5165640596143e-06 8.66565153756029
"Mzt2" 0.345361627560494 7.30537446715498 5.76460385871726 3.46594318961534e-08 3.28943257287268e-06 8.40209762647618
"Bcl9l" 0.289990890011 7.18920346465603 5.76269853243327 3.49917254458909e-08 3.29280475963865e-06 8.39293730362597
"Snhg15" 0.450031515804122 7.5441745938986 5.76177165684167 3.5154499213224e-08 3.29280475963865e-06 8.38848187154336
"Ift57" 0.436560826321479 7.45129500480389 5.74615350408297 3.80112874683207e-08 3.53727117343185e-06 8.31348025512953
"Nrm" 0.458468797658977 7.85983650201655 5.74224710636897 3.87605861356384e-08 3.58372877361183e-06 8.29474274766206
"Bub1b" 0.40509801578071 7.43544151692482 5.70429008039901 4.68352925010343e-08 4.30254215918156e-06 8.11313368208745
"Pcolce" 0.412035978205608 7.36958968506466 5.6760246498812 5.38945453063412e-08 4.91950782665717e-06 7.97843497947474
"Slc7a5" 0.315504202790117 7.24568903447753 5.6583397350121 5.88293182418122e-08 5.33596809951525e-06 7.89439331323588
"Jund" 0.486147352179081 8.02703526966174 5.63950661683895 6.45697111330341e-08 5.81980207702838e-06 7.80509545183794
"Atf4" 0.536694023487367 9.20795920547683 5.63754635987182 6.51977396980344e-08 5.83968004757832e-06 7.7958127247281
"Epas1" 0.474950370192686 8.12529977072295 5.61980361149002 7.1160358487732e-08 6.3341558850167e-06 7.71189485165781
"Lmo1" 0.483326306223954 7.61924003383889 5.60957828840269 7.48351857006969e-08 6.61901372561664e-06 7.66361597033241
"Cd63" 0.521520808968728 7.95133269214246 5.6083624050735 7.52842953928904e-08 6.61901372561664e-06 7.6578792600051
"Odc1" 0.51200793716865 8.40655252253959 5.59778049639919 7.93056772114427e-08 6.93005890315357e-06 7.60798902104108
"Snx25" 0.432274618620754 7.7063840962263 5.59287137218101 8.12417599933944e-08 7.04910665092829e-06 7.58486649033469
"Htra1" 0.412634825950556 7.78307982520915 5.59184638692637 8.16517831312606e-08 7.04910665092829e-06 7.58004048594743
"Map2" 0.477347951778875 8.56009109276351 5.57016734595827 9.08128148898507e-08 7.79304461189492e-06 7.47811292874389
"AW549877" 0.445348609742716 7.87293178150486 5.56400484461289 9.35951561864136e-08 7.98400109111604e-06 7.44918965064424
"A930031H19Rik" 0.205990594175655 7.03674386932929 5.56274067439961 9.41761225078625e-08 7.98602373763419e-06 7.44325913523247
"Daxx" 0.317753932692408 7.29388338951697 5.55744209906439 9.66496816250185e-08 8.14734216214903e-06 7.41841259846177
"Rorb" -0.489309077955405 8.13841976505517 -5.5562486519308 9.7215512506279e-08 8.14734216214903e-06 7.41281848098258
"Vax2os" -1.09255836242145 9.18896162416024 -5.60708363864881 1.01585556104586e-07 8.46408491008618e-06 7.39516986548192
"Pgap3" 0.360708675472232 7.49613115590722 5.52873564087733 1.11193778268141e-07 9.21108691537993e-06 7.28408978938688
"Med9os" 0.289234819944001 7.17451742150827 5.52691402369681 1.12185511451184e-07 9.23983083107424e-06 7.2755826633531
"Nupr1" 0.38378409218914 7.29914483370163 5.52288939661263 1.14407311949853e-07 9.36897821459052e-06 7.25679429073578
"Ubb" 0.549197711348778 11.6771165073831 5.51704224871999 1.17711909758908e-07 9.5848260156529e-06 7.22951498444382
"Mpp4" 0.505329789931069 9.72885361113991 5.49675696976312 1.2991424680779e-07 1.05186501186578e-05 7.13503452446805
"Pmvk" 0.430715190632077 7.6586812693671 5.48197849217184 1.39572268023952e-07 1.12371358036588e-05 7.06635785248127
"Snrpb" 0.444495720417004 8.77583860947556 5.45979560747089 1.55396397171827e-07 1.24412612730137e-05 6.96351905773427
"Crym" 0.535460245536133 7.52942357430145 5.47360668446307 1.65266207877075e-07 1.30852487573832e-05 6.9157943497932
"Plekhf2" -0.438498402439764 7.8064785976421 -5.44779214873051 1.6467490475461e-07 1.30852487573832e-05 6.90799543119352
"Senp6" 0.347165178987812 7.45711979762884 5.44325272788589 1.68322742804333e-07 1.32540287204884e-05 6.88702043901026
"Raly" 0.473329462455407 8.79997040551729 5.43369843332278 1.76259707714667e-07 1.3803157766442e-05 6.8429143561003
"Pdpn" 0.415065280447458 7.41486358974831 5.42900947474168 1.80287227269247e-07 1.40418274673673e-05 6.82128868129352
"Zfp654" 0.407940953740641 7.70107033774062 5.42312811243869 1.85465919333955e-07 1.43586982049859e-05 6.79418246792409
"Gars" 0.413034597036562 7.73876873581551 5.42212951492637 1.86359491042312e-07 1.43586982049859e-05 6.78958218697379
"Esrrb" -0.538424053230412 8.50041268089302 -5.41938707330503 1.88835140403294e-07 1.44716384872706e-05 6.77695158572241
"Oasl2" 0.334045158646706 7.13770670794201 5.40803422597358 2.1765189567831e-07 1.65913261540737e-05 6.6488760652217
"Gm48552" -0.438792188133019 7.49621064417964 -5.38141210395483 2.26593263043269e-07 1.71765942220783e-05 6.60252518925916
"Plpp2" -0.430157858389301 7.59270011031522 -5.38037001365247 2.27726809168577e-07 1.71765942220783e-05 6.59775109007476
"Ndufa3" 0.523698807756809 8.94913765332574 5.3618682761989 2.48796622840369e-07 1.86675623137452e-05 6.51310046076168
"Dhx38" 0.338377722509879 7.33778553320141 5.33773557653694 2.79150386147339e-07 2.08359592910287e-05 6.40300286845753
"Asf1b" 0.212363700268597 7.06327358884164 5.33583262738046 2.81691673523201e-07 2.09167014158601e-05 6.39433655123844
"Rbm17" 0.496367038188625 7.71623272255526 5.33919112998319 2.8661740983925e-07 2.10850802064474e-05 6.38082077340321
"Ckb" -0.538127003830394 10.5104741493725 -5.33198288626599 2.86901865903094e-07 2.10850802064474e-05 6.37681108743506
"Hmgn1" 0.571023726190008 11.1159377137623 5.32619815729662 2.94907698360372e-07 2.15628684959311e-05 6.35049405231093
"Rbm3" 0.442021168362842 8.06559532586265 5.31847084639547 3.05942049672261e-07 2.22561193596608e-05 6.31537172878292
"Rps27a" 0.514667123009607 10.3129025810466 5.29613982980175 3.40137386903632e-07 2.46187317763432e-05 6.2140803785276
"Rnf145" 0.474469707295695 8.03446973543664 5.28768510980143 3.54031756799216e-07 2.54956236517063e-05 6.17581142476665
"Limd1" 0.290679502779539 7.23831888838155 5.28003087760864 3.67085897462472e-07 2.63035399826734e-05 6.1412041363336
"Cep164" -0.447780686584965 7.85738665474394 -5.26492149027872 3.94243625216346e-07 2.81089820546043e-05 6.07299691607034
"Grtp1" -0.459253175949132 8.31767635478616 -5.25569873884588 4.1177103962079e-07 2.92133206376512e-05 6.03143342792462
"Gm4544" 0.14406291594212 6.9844279961496 5.24953258116727 4.23909933243433e-07 2.99263707059687e-05 6.00367456380695
"Radil" 0.276965366833159 7.1978877260258 5.2480317763253 4.26916731225333e-07 2.99909003685797e-05 5.99692183209163
"Nub1" 0.385535537037767 7.54789785636003 5.23793873271373 4.47683409397742e-07 3.1296346049166e-05 5.9515458207691
"Neurl1a" 0.425328761836307 7.61317862901591 5.22759296240924 4.69988798564032e-07 3.25878057420538e-05 5.90510000892214
"2810030D12Rik" -0.326508474118968 7.26472975359734 -5.22726866446819 4.70705169814049e-07 3.25878057420538e-05 5.9036452089745
"Bpgm" 0.421321369601854 7.75988036103255 5.20933305899531 5.12021822289081e-07 3.52778112270424e-05 5.82328925080323
"Rwdd4a" 0.310870713494323 7.29421194673748 5.19803846751363 5.39827319603032e-07 3.70156235274213e-05 5.7727908232127
"Arl4d" -0.474285008953012 8.1530634877475 -5.18589205885723 5.71367604866653e-07 3.89917578349715e-05 5.71857392513597
"Mthfd2" 0.231075602126088 7.10340014218305 5.17491703484624 6.01401403904998e-07 4.0846841323993e-05 5.6696660317678
"Flot1" 0.414049961992812 7.65926005757259 5.16864293804014 6.19254324131364e-07 4.18610081090876e-05 5.64174117867611
"Kcng4" 0.272109565815456 7.14582068371956 5.16672652211562 6.24809419906802e-07 4.18968552902692e-05 5.63321654981142
"Cfap298" 0.371226935452678 7.65623863449271 5.16644427749611 6.25631639949592e-07 4.18968552902692e-05 5.6319612624783
"Mars" 0.385702155396896 7.55585084470051 5.16192028093204 6.38955088859195e-07 4.25900715276331e-05 5.61184763106297
"U2af1" 0.421489981865417 7.96975540954921 5.15063492590758 6.73404154537717e-07 4.46784950864816e-05 5.56172986675488
"Ypel3" 0.45468314679578 9.1502575897304 5.14242594498131 6.99589293833605e-07 4.62019086171862e-05 5.52532514348559
"E130310I04Rik" -0.35057933885948 7.4025578203987 -5.11765489282857 7.84741853820192e-07 5.15877775554916e-05 5.41573289033542
"Spint2" 0.466227378366016 8.09384834830742 5.1134330814284 8.00225244782352e-07 5.23654245797986e-05 5.39709391241106
"Slc38a2" 0.415132250094029 7.74288813602985 5.10151928804707 8.45535801245127e-07 5.50789707620178e-05 5.34455710364865
"Ifi27" 0.254344815604707 7.15487622664944 5.08321362444832 9.20048064484918e-07 5.96615783354451e-05 5.2640116258563
"Rgs9bp" -0.468618320430482 9.51023029073012 -5.0740037238493 9.59908762021968e-07 6.19660021105263e-05 5.22356943957961
"Serinc3" 0.466924060599876 8.53582349446916 5.04906123558945 1.07646223657768e-06 6.91783870510976e-05 5.11431816807301
"Sec61g" 0.443080052777637 8.55185193169043 5.04358526603605 1.10383123253116e-06 7.04570488701581e-05 5.09038667430795
