"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"Slc17a7" -0.961051745313837 9.95740187922978 -8.65820482889568 2.82562155501979e-15 2.13126223710466e-12 24.0908635735816
"Unc119" -1.32447330864073 11.1717109310378 -8.51360725452218 6.87544428869847e-15 4.92659960506689e-12 23.2380219157545
"Cngb1" -1.00377983836687 9.72852822552693 -8.27519254592899 2.9400382121828e-14 2.00636607708532e-11 21.8446309442206
"Pde6h" -0.817108469745553 9.35579796665982 -8.07586309904355 9.776569068498e-14 6.2771712931111e-11 20.6926576903626
"Nxnl1" -0.647090093068874 8.95073540745597 -8.07085944172492 1.00743102185162e-13 6.2771712931111e-11 20.6638994942988
"Pgam1" -0.785547706469102 10.0009888505668 -8.05027142233983 1.13968980923624e-13 6.70490570920354e-11 20.5456550535476
"Tma7" -1.37214023901489 11.3424363361468 -8.04593749993363 1.16965070637142e-13 6.70490570920354e-11 20.5207810129677
"Pde6a" -1.10685326488794 10.219769180514 -7.94837699338827 2.09427601992129e-13 1.15434883236508e-10 19.9624500846185
"Rdh12" -0.607000018324453 8.99527574565102 -7.84938552017551 3.76971065390348e-13 2.0008786437441e-10 19.3991355362144
"Rabgef1" -0.542089389738545 8.81080938661146 -7.68707575303735 9.81025946450323e-13 5.02110101377842e-10 18.4827371644764
"Esrrb" -0.507933943486478 8.71356729089519 -7.58523270522514 1.77920361179087e-12 8.79233343468104e-10 17.9124779244072
"Pde6b" -1.08312634633908 10.2102970720349 -7.57009683415411 1.94316627298885e-12 9.28250528606773e-10 17.8280466108753
"Gapdh" -0.980869698719279 11.8965305005865 -7.54117353130373 2.29914015951295e-12 1.06287024599936e-09 17.6669395280866
"Impdh1" -0.883894892253934 9.58242234949945 -7.47437924067058 3.3865542957923e-12 1.51664717540623e-09 17.2960693611349
"Susd3" -0.572528083004057 8.85271903468329 -7.46076779731737 3.66389457414288e-12 1.59112948915278e-09 17.2206975213957
"Rgs9bp" -0.69137708466874 9.16078830251675 -7.44832513249829 3.93700324179645e-12 1.6594468664172e-09 17.1518587827027
"Gngt1" -1.68496506275335 12.1536746212245 -7.41148591218111 4.86919396500263e-12 1.99372624892722e-09 16.9483908969427
"Samd11" -0.669791834471757 9.13729592351119 -7.28897355114502 9.83417478302261e-12 3.91482107820825e-09 16.2754963682572
"Guca1a" -0.980270041092591 10.3211976796312 -7.06555159200743 3.48947075878434e-11 1.35155690389563e-08 15.0637351417259
"Abca4" -0.722450353346576 9.51057004027196 -7.00513002423963 4.89742819402683e-11 1.8469748275947e-08 14.7395606285799
"Fscn2" -0.479801524203339 8.79232045234062 -6.93260348463664 7.34141562280395e-11 2.69768787924111e-08 14.3524844663069
"Grtp1" -0.495130248127652 8.79068021414617 -6.89477801084789 9.05905275299785e-11 3.2456321250803e-08 14.1515060938099
"Eno1" -0.728676131045474 9.78025496637754 -6.86424424782196 1.07297111849512e-10 3.75042660954966e-08 13.9897245980567
"Ifit3" 0.480784564939517 8.70027444782164 6.74474075599621 2.07279958950376e-10 7.07268831361389e-08 13.3604986379279
"Faim" -0.484282184454378 8.83186553145488 -6.67231035880472 3.07984272526353e-10 1.02644711850585e-07 12.9822504517266
"Uckl1os" -0.350425958789182 8.59916963180689 -6.66149521108015 3.26676548828516e-10 1.06400036846851e-07 12.9259766734976
"Slc6a6" -0.679623151571387 9.43434677289192 -6.64464871509598 3.58040049417077e-10 1.14023821071025e-07 12.8384275037308
"Glb1l2" -0.358128802110718 8.60771067806213 -6.63846645455971 3.70278129638219e-10 1.1535773643142e-07 12.8063318743618
"Oaz1" -0.75486490176969 10.4205532149018 -6.5946547789556 4.69622423589135e-10 1.43194871328849e-07 12.579388060979
"Prcd" -0.767291088730668 9.63275554567439 -6.58587562767467 4.92477188348638e-10 1.4703522054634e-07 12.5340196498586
"Serpina3n" 1.19807212313245 9.11062944727797 6.62977772511824 5.54552440550328e-10 1.62189612765852e-07 12.4377142512351
"Rs1" -0.821770001779491 9.46929529537215 -6.55082362046464 5.95151870566639e-10 1.7058242914181e-07 12.353239802999
"Aldoa" -0.747206500961866 11.4908247072327 -6.52023328313951 7.01773039521378e-10 1.97198224105507e-07 12.195944043067
"Ndufa4" -0.740341864297089 11.0197826588081 -6.48650451591748 8.41173732474437e-10 2.31824245386368e-07 12.0230254508236
"Pdzph1" -0.383546098692745 8.65521424631411 -6.46447816514081 9.4655604093085e-10 2.55945181558113e-07 11.910395522792
"Pcbp4" -0.629046780547725 9.64036017899861 -6.43876925483734 1.08604996265737e-09 2.88225592867458e-07 11.7792301370068
"Stat1" 0.421304032238228 8.68664107369035 6.35890400056951 1.66125771656603e-09 4.32863351565597e-07 11.3738082982666
"Ldha" -0.728850261890339 10.6519940990087 -6.318212789881 2.06046390745109e-09 5.27294790315743e-07 11.1684498535646
"Cryge" 0.466350055043106 8.77175671658381 6.27174821998156 2.63226561916301e-09 6.6180699277588e-07 10.934960183624
"Ndrg3" -0.602623418111805 9.27965563147955 -6.24678184159148 3.00116185636444e-09 7.41545699371703e-07 10.8099477255169
"Vtn" -0.780976207565485 9.84976532959838 -6.14529859280483 5.09823021580532e-09 1.23835147835095e-06 10.3050496036291
"Tulp1" -0.8281137304944 9.93289635219312 -6.14124472784682 5.20673147987626e-09 1.24362781396844e-06 10.2849903004946
"Pitpnm3" -0.406653052525595 8.65176109734178 -6.12787821745852 5.58078035711677e-09 1.31111743111214e-06 10.2189102971786
"Nr2e3" -0.697886018247519 9.36944909413855 -6.12150083205445 5.76841307837323e-09 1.33334077138979e-06 10.1874149554657
"Guk1" -0.540039166368552 9.27721753298687 -6.09692516709076 6.5511008994997e-09 1.49021947604334e-06 10.0662427760241
"Slc24a1" -0.704994716832707 9.43689658021883 -5.99925552063325 1.0828831188379e-08 2.42481218376031e-06 9.58779739006546
"Hist3h2a" -0.37290980989474 8.766141865263 -5.99062097454721 1.13181034610307e-08 2.49538062615432e-06 9.54574233462231
"Rtbdn" -0.650087293569747 9.4525305270603 -5.98094431763748 1.18921895018297e-08 2.58222678410184e-06 9.49865874790964
"Mir124-2hg" -0.605240946019107 9.23239491015958 -5.85221465943346 2.28596014311544e-08 4.8895663896996e-06 8.87708715776255
"A2m" 0.745222171605746 9.08083181555536 5.87029045609183 2.38954110606734e-08 5.03595788103693e-06 8.84383946638109
"Trf" 0.987175495479346 12.1305997038238 5.83721834450145 2.46535749764821e-08 5.12044033315892e-06 8.80526247645436
"Icmt" -0.481879016741729 9.07719604757812 -5.83264972717804 2.52269842204149e-08 5.16468444089665e-06 8.78340564052982
"Rncr4" -0.239077069858213 8.45093989841176 -5.77063792039173 3.44282279151748e-08 6.94916808806155e-06 8.48787147939783
"Sh2d1a" -0.193460573005783 8.39631250370025 -5.75640897406064 3.69635623454692e-08 7.35728905517944e-06 8.42036018375448
"Grk1" -0.650184083893988 9.47443787307962 -5.73084740435126 4.19845319551249e-08 8.17377786485667e-06 8.29936336587937
"Bst2" 0.472418712738222 8.78648657044046 5.72978820788867 4.22063751307929e-08 8.17377786485667e-06 8.2943574999492
"Higd1a" -0.463151950545474 9.06808200477878 -5.72665455829158 4.28694339935966e-08 8.19149144749644e-06 8.27955124830234
"Fam3c" -0.406300931739426 8.80898209946027 -5.70590664614218 4.7523723806576e-08 8.96134849831633e-06 8.18165806626089
"Scg5" -0.431676195727736 8.93879997134095 -5.68103526739275 5.37567223932066e-08 1.00050336184032e-05 8.06462899080537
"Eml3" -0.353751106902956 8.72712763365279 -5.67755013208294 5.46916133948345e-08 1.00485321995048e-05 8.04825805413259
"Arl3" -0.493254208402813 9.25801236154606 -5.66812350614155 5.73006424337925e-08 1.03946266673251e-05 8.00401226420905
"Slc25a33" -0.403192204637168 8.82020376222288 -5.64883999932756 6.302220875235e-08 1.12896409203741e-05 7.91365831048302
"Gas7" -0.280162136831672 8.54508596958882 -5.60436696619176 7.84288932668202e-08 1.38761045605778e-05 7.70608588297424
"Tnfaip3" -0.315085970450318 8.56804480951894 -5.57726126628707 8.95630791372849e-08 1.56527864282492e-05 7.580129780413
"Fabp12" -0.46411728743675 8.95460205907894 -5.57189460542857 9.19437664138633e-08 1.58752544153864e-05 7.55524193974467
"Ybx3" -0.548354784823386 9.48317487704774 -5.55985872106066 9.75098103633205e-08 1.66358701466279e-05 7.49948617086526
"Gm10076" -0.23563928242391 8.49160672558362 -5.54494235652836 1.04865747043687e-07 1.76803649515656e-05 7.43050311772426
"Arl4d" -0.353067067628431 8.68391030435148 -5.54064035708205 1.07086046990875e-07 1.78447690630957e-05 7.41063184146491
"Cebpd" 0.365722648840636 8.69431161669461 5.49620973114101 1.32873943572647e-07 2.18875458085012e-05 7.20603407222065
"Mfge8" -0.417114769339045 9.18905326774555 -5.46345486272487 1.55670471168565e-07 2.53512900263262e-05 7.0559421136059
"Plch2" -0.401024306660095 8.8725429109449 -5.46102510115527 1.57505825748669e-07 2.53619774022942e-05 7.04483342575524
"Gstp1" -0.314369915370352 8.56425774462024 -5.45800881881821 1.59813590101927e-07 2.54476506638968e-05 7.03104805454455
"Lpin2" -0.199587911380115 8.45590564138861 -5.45163208442569 1.64801496109787e-07 2.58134195363303e-05 7.00192202840552
"Fam169a" -0.496329781460287 9.10348916556327 -5.45048701183397 1.657131112513e-07 2.58134195363303e-05 6.99669440116817
"Rps8" -0.584694570956357 10.3996375686943 -5.44775989581546 1.6790406644366e-07 2.58734750129472e-05 6.98424735461104
"Cnga1" -0.607951707235439 9.32973946487598 -5.4374681621426 1.76429692605193e-07 2.6836325964462e-05 6.93731367503758
"Uqcc3" -0.417342573592758 8.95211727633171 -5.43430268366254 1.79135797368018e-07 2.6836325964462e-05 6.92289067033511
"Uckl1" -0.386993683113461 8.78285163365969 -5.43334879949779 1.79959157881284e-07 2.6836325964462e-05 6.918545611872
"Ebpl" -0.428193877451171 9.03146511034025 -5.43141137880169 1.8164284547853e-07 2.6836325964462e-05 6.90972208575834
"Ppef2" -0.272634908658128 8.56491974201169 -5.42494745014101 1.87372052545196e-07 2.74002947451551e-05 6.8802997570139
"Xiap" -0.412444052226196 8.87776904562763 -5.40895863609428 2.02310715538552e-07 2.92860087311413e-05 6.80762898917218
"Tpi1" -0.516081115736288 9.79879316522556 -5.36713578567676 2.47088948846093e-07 3.54103172591336e-05 6.61826117759003
"Fam161a" -0.322495365172706 8.61218744364377 -5.3083206415429 3.26746685499397e-07 4.6291869335765e-05 6.35373300252614
"Rbp3" -0.961153026718316 11.1564081735343 -5.3065609497123 3.29479497051708e-07 4.6291869335765e-05 6.34585080085342
"Smim40" -0.666290633653251 9.59987632252908 -5.28834151682565 3.59114593629062e-07 4.99657402067776e-05 6.26435091543082
"Opn1mw" -0.409734621417064 8.68752716940447 -5.26787468084076 3.95502441102817e-07 5.40324320198827e-05 6.17303894395701
"Edn2" 0.303635921337153 8.52119823759823 5.2676702383276 3.95883424889239e-07 5.40324320198827e-05 6.17212812162621
"Fmod" -0.632344985258178 8.78621546777072 -5.28289002538497 4.27300050744742e-07 5.77701606341783e-05 6.1123699045138
"Abcg1" -0.230847869224406 8.50489486474886 -5.24427526461371 4.41922124010123e-07 5.9188653824197e-05 6.06806891810403
"Cuedc1" -0.355444931448823 8.7953989832244 -5.20371981707404 5.34357309344241e-07 7.09062462982622e-05 5.8884777860479
"Cirbp" -0.425343985048222 9.11848068498143 -5.19070322555642 5.67825532285468e-07 7.46560339741564e-05 5.83105176887651
"Hspa4l" -0.326931279873549 8.68674390211917 -5.17820847972736 6.0186409802979e-07 7.84119489896811e-05 5.77602675163173
"E130310I04Rik" -0.180601176625698 8.41547971274975 -5.16754958721048 6.32462138695226e-07 8.16559901769485e-05 5.72916317527883
"Pgk1" -0.494820245211368 9.7448328404554 -5.15428447474753 6.72658365419475e-07 8.55951383319748e-05 5.67093965342569
"Sema3f" -0.33189178970195 8.71052360003478 -5.15354550985394 6.74969129559535e-07 8.55951383319748e-05 5.66769939664513
"Bzw2" -0.266739858213438 8.61994663446907 -5.15166297472648 6.8089078011619e-07 8.55951383319748e-05 5.65944628471822
"B230220B15Rik" -0.206862029114071 8.44280940394196 -5.14112976949398 7.14966775190493e-07 8.90972943935213e-05 5.61330909009946
"Crygc" 0.624601426064929 9.68879787913878 5.1355163305586 7.33797790390129e-07 9.06556563282839e-05 5.58874960810004
"Enpp2" -0.6493841705382 9.43136832888632 -5.13238249599439 7.44519320789825e-07 9.11940716772562e-05 5.57504727208237
"Crx" -0.596539480431029 9.58632380697523 -5.12746042573501 7.61666679852001e-07 9.25037727877883e-05 5.55353848976499
"Pdia5" -0.223447849302961 8.52345217857203 -5.0774468273891 9.59139796717234e-07 0.000115507835518947 5.33584872588528
"Arr3" -0.351621172432273 8.67806995986374 -5.05450556757225 1.06556950996775e-06 0.000127255638727899 5.23652235107859
"Cp" 0.301066075064181 8.56245533415978 5.04332694214541 1.12149878103362e-06 0.00013282809116523 5.18824433798306
"Klhl3" -0.173001691502711 8.40679308589975 -5.02506544291363 1.2190466087605e-06 0.000143198007788088 5.10954790252581
"Stk35" -0.387272575440027 8.9225187649464 -5.01893233018747 1.253617628149e-06 0.000145561383464254 5.08316542443388
"C1qtnf4" -0.25812156332436 8.56125687941875 -5.01790856239313 1.25948025605802e-06 0.000145561383464254 5.07876387592476
"Rps7" -0.505315601879814 9.95218143376217 -4.97618044400806 1.52243690763566e-06 0.000174544346586614 4.89993037685015
"Fgf2" 0.298342810027285 8.56422268021056 4.9725881669889 1.54741335394544e-06 0.000175999847423747 4.88458724270131
"Gnb5" -0.494606189344384 9.35373959830706 -4.96700951624279 1.58698995259444e-06 0.000178316339821493 4.86077647919491
"Hdc" -0.115378075533509 8.34982191952091 -4.964179092023 1.607443271276e-06 0.000178316339821493 4.84870334218512
"Nxnl2" -0.391899054955169 8.91961454869939 -4.96327145304304 1.61405602459423e-06 0.000178316339821493 4.8448329129987
"Osmr" 0.334572421536018 8.62237723332886 4.96279319458254 1.61755105552956e-06 0.000178316339821493 4.84279369727709
"Ccdc12" -0.307678010820474 8.71063764203884 -4.95416111443304 1.68190843169605e-06 0.000183995646829283 4.80601327309313
"Cep164" -0.257077743753097 8.53064941702615 -4.93577458523121 1.82736941339912e-06 0.0001983941747229 4.72783051656424
"Epb41l2" -0.496270296495616 9.44662580673298 -4.91661319674841 1.9919113490074e-06 0.000214632192049812 4.64658581590001
"Pitpnm1" -0.469787672819584 9.31218429341299 -4.90656575681855 2.08383647054217e-06 0.000222861645218954 4.60407970461622
"Trafd1" -0.33419780062578 8.84045587217886 -4.88199671720715 2.32626380833541e-06 0.000246945826942628 4.50041622978234
"Rorb" -0.284635987757481 8.67421415387107 -4.86878041082125 2.4677456260394e-06 0.000260038695343902 4.44481602945705
"Hsp90aa1" -0.609439504140596 10.3228104686275 -4.84223248417418 2.77754354481152e-06 0.000290547274019663 4.3334763038623
"D1Ertd622e" -0.244610634514566 8.54266333387109 -4.82761822910988 2.96381175230474e-06 0.000307785407407821 4.27238300933348
"Vopp1" -0.377955705492893 8.9234686475535 -4.81100241297198 3.19028141166501e-06 0.000328920308709146 4.2030934337808
"A930006I01Rik" -0.242419042409646 8.57453943031091 -4.80508306694432 3.27493450203683e-06 0.00033523633106207 4.17845323670762
"Ap2a2" -0.394049816278696 9.14738940767636 -4.78196765936665 3.62679940792136e-06 0.00036860891451592 4.08245396510459
"Ifit1" 0.240432014225794 8.44907569017032 4.78037190273617 3.65239451966092e-06 0.00036860891451592 4.07583979697452
"Stard10" -0.27337547030255 8.68925668020871 -4.75063233344275 4.16261262696701e-06 0.000417163647252197 3.95288376911072
"Lgals3bp" 0.427671243742645 8.91796057647777 4.74889641548938 4.19443133192417e-06 0.000417433301512537 3.9457249517426
"Gckr" -0.145969093550091 8.39947262921986 -4.74517791219517 4.26338292724916e-06 0.000421369246416605 3.93039684699379
"Pfkp" -0.363584093261577 8.92373200521916 -4.74135073176314 4.33549294728836e-06 0.000425561297449243 3.91463040788557
"2310009B15Rik" -0.16443244816683 8.42852145651083 -4.71528227504971 4.85896469986557e-06 0.000473699476964446 3.8074996525183
"Sp3os" -0.167707219487271 8.41522728097192 -4.71324606732764 4.90232968986773e-06 0.000474697883685773 3.79915084799888
"Cds1" -0.408277381005482 9.030606340661 -4.69243069839864 5.36762144952544e-06 0.000516264315390263 3.71396407673648
"Nim1k" -0.272091081423462 8.59384013102997 -4.68054135189541 5.65222534786608e-06 0.000540013609735125 3.66543791037394
"Car2" -0.399550216224564 9.07670066855525 -4.67819031366661 5.71020359207181e-06 0.000541939918397226 3.65585348047567
"Gpsm3" -0.172918103204271 8.43217504211837 -4.67541063019262 5.77949325935662e-06 0.000544907354604208 3.64452641608344
"Rp1l1" -0.407571164603789 8.98807247196772 -4.67275224089248 5.84651813203538e-06 0.000547623865033981 3.63369850173623
"Serinc4" -0.203621877610693 8.45040879381942 -4.67069273137308 5.89895880080795e-06 0.000548947912820641 3.62531317417509
"Ckb" -0.506206303240322 10.5468348534745 -4.66228603571805 6.11776321586325e-06 0.000565636546106685 3.5911149213179
"Dut" -0.263267895774238 8.6116156419245 -4.64418813743628 6.61569808568411e-06 0.000607753649140634 3.51765550106543
"Ttc39c" -0.161442660369125 8.41943824453148 -4.64207658183926 6.67627966458325e-06 0.000609412508746131 3.5090991630948
"Ndufs2" -0.453144597683151 9.47285817404218 -4.64026043926487 6.7288134802983e-06 0.000610320417633892 3.501742304683
"Ndufa5" -0.426457064283839 9.40699414165406 -4.63496304907217 6.88433383011649e-06 0.000620499296348424 3.48029635542836
"Osbp2" -0.469867130604969 9.35610511435429 -4.63248346051127 6.95831518368552e-06 0.000623247593108732 3.47026454543317
"Sgip1" -0.244500464535944 8.60168837878298 -4.63063397492018 7.01399537154364e-06 0.00062433271844467 3.46278470077475
"Drd4" -0.355378463164616 8.88936155408179 -4.60529022774399 7.82165071346292e-06 0.000691926397374303 3.36052210637427
"A930003A15Rik" -0.467509914086848 9.24895262663773 -4.59207646242666 8.27758750004764e-06 0.000727767524314004 3.30737814688582
"Chchd1" -0.27134428904872 8.70005440693113 -4.57494151399531 8.9070913568867e-06 0.000778338574606971 3.2386417184335
"Wdr17" -0.266922475046621 8.60316679089189 -4.57298642652497 8.98178286344888e-06 0.000780108667976278 3.23081172893405
"Phc2" -0.25878405895813 8.67199707217238 -4.55889576646437 9.53822951953796e-06 0.000823447995448786 3.17445726563361
"Rufy3" -0.340252733020531 8.854602097094 -4.54356718362033 1.01812526842614e-05 0.000873697797713472 3.11330695954968
"Zfp692" -0.173559934002302 8.42105241146131 -4.53798628241512 1.04255766134989e-05 0.000889338919333651 3.09108328934995
"Tmsb10" -0.458572218120001 9.32011591752262 -4.5336297802684 1.06202122214405e-05 0.000900581428079669 3.07375022964368
"Clstn1" -0.51181356988498 10.2586853603167 -4.51434018211368 1.15248621640608e-05 0.000971545880430323 2.99716102586975
"Crygd" 0.55758002245709 9.43523207263349 4.48952688691505 1.27980966549366e-05 0.00107096193946611 2.89901915803652
"Igfbp2" -0.220348831620266 8.51211303841773 -4.48849941208343 1.28536357259208e-05 0.00107096193946611 2.89496449593661
"Chchd2" -0.433990303883041 10.1953976382562 -4.48138424477972 1.32446509992666e-05 0.00109716239000283 2.86690649143396
"Myoc" -0.282976621787851 8.52164232389427 -4.47390800113213 1.36678297112324e-05 0.00112571073328547 2.83746259046954
"Isg15" 0.198171281890768 8.44875014658113 4.47019002818503 1.38830912840371e-05 0.00113690617823735 2.8228344945193
"Fndc1" -0.212673018767396 8.45418357729177 -4.46618290956453 1.41187439232437e-05 0.0011496347679773 2.8070795699371
"Cd59a" -0.225447870260928 8.57900867075458 -4.4295235411926 1.64608515523392e-05 0.0013327709807716 2.66346569649139
"Rpl30" -0.432896060570505 10.1381180732183 -4.41717328230384 1.73308267828499e-05 0.00139532628441023 2.61529538990658
"1110008P14Rik" -0.289474931935833 8.85016819451571 -4.41170838731663 1.77297312291676e-05 0.00141259784079811 2.59401460744653
"Rps20" -0.462867051771668 10.3015753142503 -4.41053006332822 1.78168905367498e-05 0.00141259784079811 2.58942886318904
"Gpsm2" -0.30100529615966 8.73805565763975 -4.41020431269299 1.78410584875066e-05 0.00141259784079811 2.58816129501791
"Smdt1" -0.396587409225656 9.32307965865311 -4.4028170012848 1.83976668826326e-05 0.00144866463788465 2.55943567929879
"Ppp1r35" -0.193076492043066 8.47746096738044 -4.40079597457231 1.85528270114946e-05 0.0014528992562936 2.55158359796399
"Atp6v0b" -0.386728376933333 9.52852233887015 -4.38885978306749 1.94951553222822e-05 0.00151839712458493 2.50526790664136
"Fxyd6" -0.255837853744765 8.57740461454548 -4.38566165950864 1.97553437874672e-05 0.00153034503685509 2.49287538937169
"Rps13" -0.418257488671825 9.74537269819105 -4.38372952784286 1.99141479141994e-05 0.00153435297719566 2.48539200736587
"Atp5j2" -0.454828753722033 10.1010767809937 -4.37948923556138 2.02669708118177e-05 0.00155318694494203 2.46897808420454
"Rpl34" -0.434856343619852 9.93458881447641 -4.36803610455314 2.12502097050717e-05 0.00161987635789033 2.42470724217925
"Ppm1n" -0.236513945509616 8.58733058885865 -4.36192603774333 2.17933207567404e-05 0.001652487194523 2.40112742604197
"Msi1" -0.319508954781215 8.86386561112203 -4.35784883921965 2.21631196360483e-05 0.00166827746796955 2.38540752308034
"Sirt2" -0.292046930072573 8.77412422463527 -4.35707059793735 2.22343867407845e-05 0.00166827746796955 2.38240830320757
"Khdrbs3" -0.278253980934273 8.68734464031438 -4.35086260783279 2.28108088805057e-05 0.0017026130315965 2.35849906877421
"Pitx2" -0.12606260054184 8.3728647023279 -4.32773449587086 2.50871345698336e-05 0.00186281723067505 2.26966532965877
"Crym" 0.279821564569966 8.59394997659635 4.31795374232624 2.61139766079786e-05 0.00192906906581929 2.23221259840509
"Hnrnpu" -0.353434135726387 9.39053145776038 -4.31261369453281 2.66914953668199e-05 0.00196161959026613 2.21179313702548
"Uqcrh" -0.422219630329754 9.71908392999976 -4.30076937672633 2.80164696044835e-05 0.00204848992807068 2.16657510524195
"5033430I15Rik" -0.161567320380881 8.43573870208366 -4.29809261172788 2.83245263458473e-05 0.00206050145716923 2.15636991815214
"Hk2" -0.24861645962824 8.62759978990596 -4.29267354871049 2.89581527175552e-05 0.00209595599290547 2.1357253962147
"Rpl14" -0.404775043911657 9.82540484673042 -4.28810191544994 2.95032381505257e-05 0.00212467791927228 2.11832560419957
"Cabp4" -0.392873393853755 8.99795176999995 -4.27840672331392 3.06919416330104e-05 0.0021896605200108 2.08147494133294
"Crocc" -0.322848236723325 8.87752995358663 -4.27824090974972 3.07126654404444e-05 0.0021896605200108 2.08084528338393
"Ifit3b" 0.224916598709656 8.45072288224896 4.2770336152053 3.08639609965936e-05 0.0021896605200108 2.07626131594895
"Pfkl" -0.366352103056368 9.04874837238862 -4.27408560776158 3.1236405997323e-05 0.00220516716427407 2.06507244527621
"Dgke" -0.277232710776735 8.71757437125463 -4.26745892375819 3.2089391535031e-05 0.00225427975533593 2.03994430407839
"Ypel2" -0.240802596217619 8.6022699856563 -4.26425722008109 3.25094670706736e-05 0.00227264962238938 2.0278148679774
"Txn2" -0.299383058679456 8.92396605953952 -4.25768041567751 3.33889542235279e-05 0.00232280147076397 2.00292221783755
"Ndufb11" -0.429688003382729 9.69365173680622 -4.25303233457038 3.40242187169884e-05 0.00235556076537759 1.98534839653047
"Mmp3" -0.177586220378365 8.41977677441963 -4.25161936914112 3.42196155971283e-05 0.00235769861116561 1.98000923200899
"Mif" -0.434468722900826 10.108202758173 -4.24007622043232 3.58566512091227e-05 0.00245866827022937 1.93644509338262
"Pcp2" -0.358491112231646 8.93212263520484 -4.22353941488968 3.83330942251888e-05 0.00261595987305324 1.87420233485081
"Pex5l" -0.339543727054272 8.83537058413554 -4.22217944990646 3.85438828960306e-05 0.00261787860560671 1.86909236834546
"Ybx1" -0.370769553448265 9.29847679041306 -4.21829237281301 3.91524978448769e-05 0.00264667191799496 1.85449434565653
"Vit" 0.226541088995603 8.64090297122283 4.21175903222928 4.01962238336598e-05 0.00270446987680835 1.82998285122332
"Pde6d" -0.305184302296708 8.85407530507111 -4.20070626402595 4.20228377050725e-05 0.00281415554743642 1.78858599831721
"Uqcc2" -0.367332498737113 9.16623043045472 -4.19729995601518 4.26016028208812e-05 0.00283964451174906 1.77584593261492
"Dscaml1" -0.217996770372233 8.53661370726003 -4.18765390333868 4.42822266611499e-05 0.00293800273278212 1.73981407060441
"Sys1" -0.277622839625409 8.81077970299703 -4.16543069869223 4.83988337011702e-05 0.00319633034917728 1.65705911623778
"Rpl21" -0.433141760914427 10.4889219342367 -4.16271237038257 4.89267960214252e-05 0.00321637575129837 1.64696128275483
"Mrpl4" -0.201246207874257 8.5420598783044 -4.15997424660204 4.94641664798375e-05 0.00323685374348197 1.63679536471024
"Map7" -0.277693600887107 8.71996012529612 -4.15820598329469 4.98141901614182e-05 0.0032449416327422 1.63023318586822
"Gramd2" -0.196752530604536 8.50779460615088 -4.15500338223053 5.04541734026592e-05 0.00327175909064936 1.61835386634749
"Ndufb4" -0.369958000534471 9.42806233108239 -4.13641732679062 5.43262390904074e-05 0.00350697897479562 1.54956112002465
"Lalba" 0.198914861141221 8.42552233617292 4.13522341924034 5.45844376620134e-05 0.0035078456328893 1.54515073810442
"Rax" -0.291711305298421 8.80852903587045 -4.13254064283717 5.51689079636958e-05 0.00352957866083805 1.53524417452327
